E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0427; 0.1063; 0.2467;  80.52  ; 56.66  ; 40.11  ; -0.0397 ; 0.1006 ; 0.2428;  89.19  ; 86.5  ; 129.58  ; -0.0463 ; 0.087 ; 0.2277
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0427; 0.1082; 0.2451;  81.12  ; 58.69  ; 46.45  ; -0.0399 ; 0.1193 ; 0.2671;  92.63  ; 84.48  ; 122.09  ; -0.0521 ; 0.1021 ; 0.2391
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0585; 0.1083; 0.2495;  64.82  ; 64.29  ; 1.61  ; -0.052 ; 0.0413 ; 0.1054;  138.8  ; 87.52  ; 108.71  ; -0.1145 ; 0.1083 ; 0.235
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0591; 0.1366; 0.2917;  75.66  ; 75.11  ; 73.73  ; -0.0481 ; 0.1709 ; 0.3277;  101.75  ; 77.69  ; 55.92  ; -0.0919 ; 0.1008 ; 0.2471
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0558; 0.1066; 0.2419;  83.33  ; 67.8  ; 72.1  ; -0.043 ; 0.1374 ; 0.2948;  89.72  ; 60.94  ; 34.22  ; -0.0587 ; 0.0981 ; 0.2344
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0512; 0.1223; 0.2544;  69.0  ; 68.53  ; 35.08  ; -0.0461 ; 0.1148 ; 0.2544;  104.17  ; 90.52  ; 124.66  ; -0.073 ; 0.1223 ; 0.2541
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0622; 0.1062; 0.2457;  77.69  ; 66.45  ; 47.48  ; -0.0491 ; 0.1143 ; 0.2608;  158.53  ; 114.1  ; 187.0  ; -0.1314 ; 0.0841 ; 0.2325
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0587; 0.0882; 0.2363;  101.04  ; 89.83  ; 148.83  ; -0.0461 ; 0.0882 ; 0.2363;  136.21  ; 135.49  ; 243.93  ; -0.0988 ; 0.0258 ; 0.131
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0538; 0.0999; 0.2345;  78.68  ; 57.74  ; 35.64  ; -0.0434 ; 0.0876 ; 0.2183;  108.34  ; 78.13  ; 75.42  ; -0.0794 ; 0.1408 ; 0.2968
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0664; 0.118; 0.2546;  78.19  ; 64.11  ; 37.73  ; -0.0497 ; 0.1094 ; 0.2468;  111.37  ; 102.43  ; 85.04  ; -0.1412 ; 0.144 ; 0.2971
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0767; 0.0712; 0.1803;  63.19  ; 62.89  ; 7.88  ; -0.0447 ; 0.0618 ; 0.1581;  103.77  ; 73.98  ; 6.49  ; -0.1176 ; 0.0879 ; 0.213
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0465; 0.1115; 0.2533;  76.31  ; 61.05  ; 40.17  ; -0.0426 ; 0.0997 ; 0.234;  72.89  ; 69.39  ; 29.09  ; -0.0594 ; 0.0835 ; 0.2096
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0649; 0.1084; 0.2462;  102.17  ; 80.04  ; 123.99  ; -0.0528 ; 0.1031 ; 0.2462;  105.59  ; 67.65  ; 36.73  ; -0.0901 ; 0.1084 ; 0.2452
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.067; 0.109; 0.2567;  81.85  ; 60.25  ; 46.63  ; -0.0408 ; 0.1091 ; 0.2567;  111.28  ; 108.41  ; 162.9  ; -0.094 ; 0.1029 ; 0.2503
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0601; 0.1122; 0.2509;  79.52  ; 71.78  ; 68.23  ; -0.0525 ; 0.1526 ; 0.3143;  91.57  ; 79.86  ; 93.03  ; -0.0624 ; 0.1333 ; 0.2807
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0579; 0.1075; 0.2493;  69.04  ; 59.38  ; 11.01  ; -0.0444 ; 0.0619 ; 0.168;  113.33  ; 112.23  ; 180.21  ; -0.0894 ; 0.0696 ; 0.2088
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0505; 0.1276; 0.2661;  92.74  ; 82.5  ; 129.52  ; -0.0411 ; 0.0752 ; 0.2086;  94.06  ; 81.96  ; 110.1  ; -0.0552 ; 0.1276 ; 0.2661
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0563; 0.1046; 0.2433;  69.03  ; 68.05  ; 37.54  ; -0.0482 ; 0.1046 ; 0.2433;  93.04  ; 81.33  ; 102.2  ; -0.0636 ; 0.1198 ; 0.2547
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0688; 0.0931; 0.2262;  69.85  ; 57.04  ; 12.12  ; -0.0433 ; 0.0721 ; 0.1843;  109.19  ; 90.08  ; 51.17  ; -0.1309 ; 0.0931 ; 0.2262
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0632; 0.0926; 0.2212;  69.91  ; 67.93  ; 26.48  ; -0.0526 ; 0.0926 ; 0.2152;  112.64  ; 84.26  ; 105.39  ; -0.0855 ; 0.1266 ; 0.2633
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0571; 0.1006; 0.2424;  86.91  ; 60.3  ; 60.9  ; -0.0405 ; 0.149 ; 0.3084;  85.15  ; 76.06  ; 50.06  ; -0.0728 ; 0.1158 ; 0.2651
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0575; 0.0896; 0.2194;  81.05  ; 58.89  ; 44.06  ; -0.0427 ; 0.11 ; 0.253;  104.9  ; 91.84  ; 124.63  ; -0.0792 ; 0.1162 ; 0.2588
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.057; 0.1287; 0.2641;  91.85  ; 69.59  ; 89.01  ; -0.0435 ; 0.1287 ; 0.2641;  113.52  ; 77.46  ; 87.79  ; -0.0803 ; 0.1486 ; 0.2964
E98 - [P_{c}=0.80, P_{m}= 0.33, P_{g}=200, P_{pop}=52] ; -0.0492; 0.0838; 0.2175;  64.77  ; 60.23  ; 2.3  ; -0.0467 ; 0.0517 ; 0.1364;  94.86  ; 83.4  ; 80.91  ; -0.079 ; 0.1458 ; 0.3047
