E5 - [P_{c}=0.90, P_{m}= 0.10, P_{g}=100, P_{pop}=52] ; -0.0615; 0.0164; 0.1233;  13.49  ; 107.63  ; 11.13  ; 8.1  ; -0.0537 ; 0.0053 ; 0.0699;  18.79  ; 116.37  ; 9.06  ; 4.7  ; -0.0734 ; 0.0105 ; 0.0986
E5 - [P_{c}=0.90, P_{m}= 0.10, P_{g}=100, P_{pop}=52] ; -0.09; 0.0122; 0.1064;  19.83  ; 94.56  ; 17.1  ; 16.61  ; -0.0458 ; 0.0122 ; 0.1064;  13.58  ; 159.33  ; 9.44  ; 3.38  ; -0.1815 ; 0.003 ; 0.0526
E5 - [P_{c}=0.90, P_{m}= 0.10, P_{g}=100, P_{pop}=52] ; -0.0613; 0.0086; 0.0891;  18.24  ; 105.4  ; 15.94  ; 14.63  ; -0.0599 ; 0.0086 ; 0.0891;  2.84  ; 150.86  ; 1.48  ; 1.4  ; -0.1214 ; 0.0001 ; 0.0096
E5 - [P_{c}=0.90, P_{m}= 0.10, P_{g}=100, P_{pop}=52] ; -0.0563; 0.0163; 0.1231;  21.25  ; 92.19  ; 14.34  ; 13.78  ; -0.0399 ; 0.0163 ; 0.1231;  36.86  ; 111.17  ; 25.71  ; 21.16  ; -0.1044 ; 0.0383 ; 0.189
E5 - [P_{c}=0.90, P_{m}= 0.10, P_{g}=100, P_{pop}=52] ; -0.0641; 0.0255; 0.1534;  22.3  ; 94.16  ; 21.54  ; 11.83  ; -0.043 ; 0.0221 ; 0.1424;  21.41  ; 112.9  ; 17.2  ; 5.6  ; -0.0711 ; 0.0172 ; 0.1256
E5 - [P_{c}=0.90, P_{m}= 0.10, P_{g}=100, P_{pop}=52] ; -0.0545; 0.0117; 0.1016;  17.68  ; 96.13  ; 16.21  ; 12.61  ; -0.0437 ; 0.0109 ; 0.1006;  13.19  ; 120.89  ; 9.13  ; 6.29  ; -0.0793 ; 0.0042 ; 0.0617
E5 - [P_{c}=0.90, P_{m}= 0.10, P_{g}=100, P_{pop}=52] ; -0.0636; 0.0279; 0.1611;  23.84  ; 93.74  ; 22.62  ; 16.09  ; -0.0475 ; 0.022 ; 0.1423;  32.52  ; 132.82  ; 2.06  ; 1.24  ; -0.1307 ; 0.0251 ; 0.1514
E5 - [P_{c}=0.90, P_{m}= 0.10, P_{g}=100, P_{pop}=52] ; -0.0878; 0.0289; 0.1633;  27.78  ; 105.38  ; 14.04  ; 7.73  ; -0.0627 ; 0.0289 ; 0.1633;  36.2  ; 126.63  ; 1.21  ; 1.18  ; -0.1169 ; 0.0346 ; 0.178
E5 - [P_{c}=0.90, P_{m}= 0.10, P_{g}=100, P_{pop}=52] ; -0.052; 0.0165; 0.1223;  19.67  ; 93.28  ; 16.51  ; 9.56  ; -0.0364 ; 0.0165 ; 0.1223;  5.4  ; 130.25  ; 4.2  ; 4.11  ; -0.0811 ; 0.0005 ; 0.0214
E5 - [P_{c}=0.90, P_{m}= 0.10, P_{g}=100, P_{pop}=52] ; -0.073; 0.017; 0.1257;  22.41  ; 99.4  ; 14.21  ; 11.79  ; -0.0527 ; 0.017 ; 0.1257;  11.98  ; 144.5  ; 5.47  ; 1.03  ; -0.1249 ; 0.0029 ; 0.0505
E5 - [P_{c}=0.90, P_{m}= 0.10, P_{g}=100, P_{pop}=52] ; -0.063; 0.0121; 0.1043;  20.04  ; 97.62  ; 19.09  ; 14.65  ; -0.0491 ; 0.014 ; 0.1148;  1.86  ; 136.69  ; 1.82  ; 1.72  ; -0.0851 ; 0.0001 ; 0.0069
E5 - [P_{c}=0.90, P_{m}= 0.10, P_{g}=100, P_{pop}=52] ; -0.0527; 0.0218; 0.142;  20.4  ; 93.06  ; 13.11  ; 12.6  ; -0.0415 ; 0.015 ; 0.1186;  27.19  ; 108.62  ; 24.6  ; 9.75  ; -0.0754 ; 0.0297 ; 0.1641
E5 - [P_{c}=0.90, P_{m}= 0.10, P_{g}=100, P_{pop}=52] ; -0.0688; 0.0119; 0.1027;  21.58  ; 94.68  ; 19.54  ; 8.39  ; -0.0424 ; 0.0229 ; 0.1443;  39.81  ; 116.51  ; 13.47  ; 9.03  ; -0.1071 ; 0.0513 ; 0.2181
E5 - [P_{c}=0.90, P_{m}= 0.10, P_{g}=100, P_{pop}=52] ; -0.1256; 0.0225; 0.1446;  27.74  ; 99.15  ; 17.76  ; 3.01  ; -0.0506 ; 0.0434 ; 0.199;  52.22  ; 125.28  ; 15.51  ; 4.04  ; -0.1359 ; 0.0971 ; 0.2973
E5 - [P_{c}=0.90, P_{m}= 0.10, P_{g}=100, P_{pop}=52] ; -0.0578; 0.0284; 0.1604;  23.15  ; 95.73  ; 17.78  ; 5.56  ; -0.0426 ; 0.0284 ; 0.1604;  33.65  ; 102.37  ; 26.06  ; 17.9  ; -0.0746 ; 0.0412 ; 0.1951
E5 - [P_{c}=0.90, P_{m}= 0.10, P_{g}=100, P_{pop}=52] ; -0.0764; 0.0175; 0.1268;  24.14  ; 91.14  ; 14.99  ; 13.23  ; -0.0412 ; 0.0232 ; 0.1472;  26.49  ; 133.68  ; 13.48  ; 5.0  ; -0.1306 ; 0.0175 ; 0.1268
